gguf_tensor_name,rank,dimensions,parameter_count,type_id,type_name,block_size,bytes_per_block,nominal_bits_per_parameter,relative_offset,absolute_offset,packed_bytes,padding_after_bytes,payload_end_absolute,canonical_tensor_names,canonical_mapping_status,canonical_component,canonical_layer_id,initial_text_scope,packed_family,mapping_rule,evidence_ids
blk.17.ffn_gate_exps.weight,3,2560x640x512,838860800,12,Q4_K,256,144,4.5,59799355776,59810380096,471859200,0,60282239296,model.language_model.layers.17.mlp.experts.gate_up_proj,SPLIT_IN_GGUF,routed_experts,17,REQUIRED_INITIAL_TEXT,routed_experts,KQ-GGUF-RULE-MOE-SPLIT-v1,KQ-GGUF-EVIDENCE-004
blk.17.ffn_gate_inp.weight,2,2560x512,1310720,0,F32,1,4,32.0,60271214976,60282239296,5242880,0,60287482176,model.language_model.layers.17.mlp.gate.weight,RENAMED_ONE_TO_ONE,router,17,REQUIRED_INITIAL_TEXT,router,KQ-GGUF-RULE-TENSOR-NAME-v1,KQ-GGUF-EVIDENCE-002
blk.17.ffn_gate_inp_shexp.weight,1,2560,2560,0,F32,1,4,32.0,60276457856,60287482176,10240,0,60287492416,model.language_model.layers.17.mlp.shared_expert_gate.weight,RENAMED_ONE_TO_ONE,shared_expert,17,REQUIRED_INITIAL_TEXT,shared_experts,KQ-GGUF-RULE-TENSOR-NAME-v1,KQ-GGUF-EVIDENCE-002
blk.17.ffn_gate_shexp.weight,2,2560x640,1638400,8,Q8_0,32,34,8.5,60276468096,60287492416,1740800,0,60289233216,model.language_model.layers.17.mlp.shared_expert.gate_proj.weight,RENAMED_ONE_TO_ONE,shared_expert,17,REQUIRED_INITIAL_TEXT,shared_experts,KQ-GGUF-RULE-TENSOR-NAME-v1,KQ-GGUF-EVIDENCE-002
blk.17.ffn_up_exps.weight,3,2560x640x512,838860800,12,Q4_K,256,144,4.5,60278208896,60289233216,471859200,0,60761092416,model.language_model.layers.17.mlp.experts.gate_up_proj,SPLIT_IN_GGUF,routed_experts,17,REQUIRED_INITIAL_TEXT,routed_experts,KQ-GGUF-RULE-MOE-SPLIT-v1,KQ-GGUF-EVIDENCE-004
blk.17.ffn_up_shexp.weight,2,2560x640,1638400,8,Q8_0,32,34,8.5,60750068096,60761092416,1740800,0,60762833216,model.language_model.layers.17.mlp.shared_expert.up_proj.weight,RENAMED_ONE_TO_ONE,shared_expert,17,REQUIRED_INITIAL_TEXT,shared_experts,KQ-GGUF-RULE-TENSOR-NAME-v1,KQ-GGUF-EVIDENCE-002
blk.17.hc_attn_down.weight,2,10240x320,3276800,8,Q8_0,32,34,8.5,60751808896,60762833216,3481600,0,60766314816,model.language_model.layers.17.attn_hyper_connection.input_mix_weight_down.weight,RENAMED_ONE_TO_ONE,gated_residual,17,REQUIRED_INITIAL_TEXT,gated_residual,KQ-GGUF-RULE-TENSOR-NAME-v1,KQ-GGUF-EVIDENCE-002
blk.17.hc_attn_inject.weight,2,10240x4,40960,0,F32,1,4,32.0,60755290496,60766314816,163840,0,60766478656,model.language_model.layers.17.attn_hyper_connection.block_inject_weight.weight,RENAMED_ONE_TO_ONE,gated_residual,17,REQUIRED_INITIAL_TEXT,gated_residual,KQ-GGUF-RULE-TENSOR-NAME-v1,KQ-GGUF-EVIDENCE-002
blk.17.hc_attn_norm.weight,1,10240,10240,0,F32,1,4,32.0,60755454336,60766478656,40960,0,60766519616,model.language_model.layers.17.attn_hyper_connection.hc_norm.weight,RENAMED_ONE_TO_ONE,gated_residual,17,REQUIRED_INITIAL_TEXT,gated_residual,KQ-GGUF-RULE-TENSOR-NAME-v1,KQ-GGUF-EVIDENCE-002
blk.17.hc_attn_up.weight,2,320x10240,3276800,8,Q8_0,32,34,8.5,60755495296,60766519616,3481600,0,60770001216,model.language_model.layers.17.attn_hyper_connection.input_mix_weight_up.weight,RENAMED_ONE_TO_ONE,gated_residual,17,REQUIRED_INITIAL_TEXT,gated_residual,KQ-GGUF-RULE-TENSOR-NAME-v1,KQ-GGUF-EVIDENCE-002
blk.17.hc_ffn_down.weight,2,10240x320,3276800,8,Q8_0,32,34,8.5,60758976896,60770001216,3481600,0,60773482816,model.language_model.layers.17.mlp_hyper_connection.input_mix_weight_down.weight,RENAMED_ONE_TO_ONE,gated_residual,17,REQUIRED_INITIAL_TEXT,gated_residual,KQ-GGUF-RULE-TENSOR-NAME-v1,KQ-GGUF-EVIDENCE-002
blk.17.hc_ffn_inject.weight,2,10240x4,40960,0,F32,1,4,32.0,60762458496,60773482816,163840,0,60773646656,model.language_model.layers.17.mlp_hyper_connection.block_inject_weight.weight,RENAMED_ONE_TO_ONE,gated_residual,17,REQUIRED_INITIAL_TEXT,gated_residual,KQ-GGUF-RULE-TENSOR-NAME-v1,KQ-GGUF-EVIDENCE-002
blk.17.hc_ffn_norm.weight,1,10240,10240,0,F32,1,4,32.0,60762622336,60773646656,40960,0,60773687616,model.language_model.layers.17.mlp_hyper_connection.hc_norm.weight,RENAMED_ONE_TO_ONE,gated_residual,17,REQUIRED_INITIAL_TEXT,gated_residual,KQ-GGUF-RULE-TENSOR-NAME-v1,KQ-GGUF-EVIDENCE-002
blk.17.hc_ffn_up.weight,2,320x10240,3276800,8,Q8_0,32,34,8.5,60762663296,60773687616,3481600,0,60777169216,model.language_model.layers.17.mlp_hyper_connection.input_mix_weight_up.weight,RENAMED_ONE_TO_ONE,gated_residual,17,REQUIRED_INITIAL_TEXT,gated_residual,KQ-GGUF-RULE-TENSOR-NAME-v1,KQ-GGUF-EVIDENCE-002
blk.17.ssm_a,1,48,48,0,F32,1,4,32.0,60766144896,60777169216,192,0,60777169408,model.language_model.layers.17.linear_attn.A_log,TRANSFORMED_LAYOUT,gdn,17,REQUIRED_INITIAL_TEXT,gdn,KQ-GGUF-RULE-CONVERTER-TRANSFORM-v1,KQ-GGUF-EVIDENCE-003
blk.17.ssm_alpha.weight,2,2560x48,122880,0,F32,1,4,32.0,60766145088,60777169408,491520,0,60777660928,model.language_model.layers.17.linear_attn.in_proj_a.weight,TRANSFORMED_LAYOUT,gdn,17,REQUIRED_INITIAL_TEXT,gdn,KQ-GGUF-RULE-CONVERTER-TRANSFORM-v1,KQ-GGUF-EVIDENCE-003
blk.17.ssm_beta.weight,2,2560x48,122880,0,F32,1,4,32.0,60766636608,60777660928,491520,0,60778152448,model.language_model.layers.17.linear_attn.in_proj_b.weight,TRANSFORMED_LAYOUT,gdn,17,REQUIRED_INITIAL_TEXT,gdn,KQ-GGUF-RULE-CONVERTER-TRANSFORM-v1,KQ-GGUF-EVIDENCE-003
blk.17.ssm_conv1d.weight,2,4x10240,40960,0,F32,1,4,32.0,60767128128,60778152448,163840,0,60778316288,model.language_model.layers.17.linear_attn.conv1d.weight,TRANSFORMED_LAYOUT,gdn,17,REQUIRED_INITIAL_TEXT,gdn,KQ-GGUF-RULE-CONVERTER-TRANSFORM-v1,KQ-GGUF-EVIDENCE-003
blk.17.ssm_dt.bias,1,48,48,0,F32,1,4,32.0,60767291968,60778316288,192,0,60778316480,model.language_model.layers.17.linear_attn.dt_bias,RENAMED_ONE_TO_ONE,gdn,17,REQUIRED_INITIAL_TEXT,gdn,KQ-GGUF-RULE-TENSOR-NAME-v1,KQ-GGUF-EVIDENCE-002
blk.17.ssm_norm.weight,1,128,128,0,F32,1,4,32.0,60767292160,60778316480,512,0,60778316992,model.language_model.layers.17.linear_attn.norm.weight,RENAMED_ONE_TO_ONE,gdn,17,REQUIRED_INITIAL_TEXT,gdn,KQ-GGUF-RULE-TENSOR-NAME-v1,KQ-GGUF-EVIDENCE-002
blk.17.ssm_out.weight,2,6144x2560,15728640,8,Q8_0,32,34,8.5,60767292672,60778316992,16711680,0,60795028672,model.language_model.layers.17.linear_attn.out_proj.weight,TRANSFORMED_LAYOUT,gdn,17,REQUIRED_INITIAL_TEXT,gdn,KQ-GGUF-RULE-CONVERTER-TRANSFORM-v1,KQ-GGUF-EVIDENCE-003
blk.18.attn_gate.weight,2,2560x6144,15728640,8,Q8_0,32,34,8.5,60784004352,60795028672,16711680,0,60811740352,model.language_model.layers.18.linear_attn.in_proj_z.weight,TRANSFORMED_LAYOUT,gdn,18,REQUIRED_INITIAL_TEXT,gdn,KQ-GGUF-RULE-CONVERTER-TRANSFORM-v1,KQ-GGUF-EVIDENCE-003
blk.18.attn_qkv.weight,2,2560x10240,26214400,8,Q8_0,32,34,8.5,60800716032,60811740352,27852800,0,60839593152,model.language_model.layers.18.linear_attn.in_proj_qkv.weight,TRANSFORMED_LAYOUT,gdn,18,REQUIRED_INITIAL_TEXT,gdn,KQ-GGUF-RULE-CONVERTER-TRANSFORM-v1,KQ-GGUF-EVIDENCE-003
blk.18.ffn_down_exps.weight,3,640x2560x512,838860800,7,Q5_1,32,24,6.0,60828568832,60839593152,629145600,0,61468738752,model.language_model.layers.18.mlp.experts.down_proj,RENAMED_ONE_TO_ONE,routed_experts,18,REQUIRED_INITIAL_TEXT,routed_experts,KQ-GGUF-RULE-TENSOR-NAME-v1,KQ-GGUF-EVIDENCE-002
blk.18.ffn_down_shexp.weight,2,640x2560,1638400,8,Q8_0,32,34,8.5,61457714432,61468738752,1740800,0,61470479552,model.language_model.layers.18.mlp.shared_expert.down_proj.weight,RENAMED_ONE_TO_ONE,shared_expert,18,REQUIRED_INITIAL_TEXT,shared_experts,KQ-GGUF-RULE-TENSOR-NAME-v1,KQ-GGUF-EVIDENCE-002
blk.18.ffn_gate_exps.weight,3,2560x640x512,838860800,12,Q4_K,256,144,4.5,61459455232,61470479552,471859200,0,61942338752,model.language_model.layers.18.mlp.experts.gate_up_proj,SPLIT_IN_GGUF,routed_experts,18,REQUIRED_INITIAL_TEXT,routed_experts,KQ-GGUF-RULE-MOE-SPLIT-v1,KQ-GGUF-EVIDENCE-004
blk.18.ffn_gate_inp.weight,2,2560x512,1310720,0,F32,1,4,32.0,61931314432,61942338752,5242880,0,61947581632,model.language_model.layers.18.mlp.gate.weight,RENAMED_ONE_TO_ONE,router,18,REQUIRED_INITIAL_TEXT,router,KQ-GGUF-RULE-TENSOR-NAME-v1,KQ-GGUF-EVIDENCE-002
blk.18.ffn_gate_inp_shexp.weight,1,2560,2560,0,F32,1,4,32.0,61936557312,61947581632,10240,0,61947591872,model.language_model.layers.18.mlp.shared_expert_gate.weight,RENAMED_ONE_TO_ONE,shared_expert,18,REQUIRED_INITIAL_TEXT,shared_experts,KQ-GGUF-RULE-TENSOR-NAME-v1,KQ-GGUF-EVIDENCE-002
blk.18.ffn_gate_shexp.weight,2,2560x640,1638400,8,Q8_0,32,34,8.5,61936567552,61947591872,1740800,0,61949332672,model.language_model.layers.18.mlp.shared_expert.gate_proj.weight,RENAMED_ONE_TO_ONE,shared_expert,18,REQUIRED_INITIAL_TEXT,shared_experts,KQ-GGUF-RULE-TENSOR-NAME-v1,KQ-GGUF-EVIDENCE-002
blk.18.ffn_up_exps.weight,3,2560x640x512,838860800,12,Q4_K,256,144,4.5,61938308352,61949332672,471859200,0,62421191872,model.language_model.layers.18.mlp.experts.gate_up_proj,SPLIT_IN_GGUF,routed_experts,18,REQUIRED_INITIAL_TEXT,routed_experts,KQ-GGUF-RULE-MOE-SPLIT-v1,KQ-GGUF-EVIDENCE-004
blk.18.ffn_up_shexp.weight,2,2560x640,1638400,8,Q8_0,32,34,8.5,62410167552,62421191872,1740800,0,62422932672,model.language_model.layers.18.mlp.shared_expert.up_proj.weight,RENAMED_ONE_TO_ONE,shared_expert,18,REQUIRED_INITIAL_TEXT,shared_experts,KQ-GGUF-RULE-TENSOR-NAME-v1,KQ-GGUF-EVIDENCE-002
blk.18.hc_attn_down.weight,2,10240x320,3276800,8,Q8_0,32,34,8.5,62411908352,62422932672,3481600,0,62426414272,model.language_model.layers.18.attn_hyper_connection.input_mix_weight_down.weight,RENAMED_ONE_TO_ONE,gated_residual,18,REQUIRED_INITIAL_TEXT,gated_residual,KQ-GGUF-RULE-TENSOR-NAME-v1,KQ-GGUF-EVIDENCE-002
blk.18.hc_attn_inject.weight,2,10240x4,40960,0,F32,1,4,32.0,62415389952,62426414272,163840,0,62426578112,model.language_model.layers.18.attn_hyper_connection.block_inject_weight.weight,RENAMED_ONE_TO_ONE,gated_residual,18,REQUIRED_INITIAL_TEXT,gated_residual,KQ-GGUF-RULE-TENSOR-NAME-v1,KQ-GGUF-EVIDENCE-002
blk.18.hc_attn_norm.weight,1,10240,10240,0,F32,1,4,32.0,62415553792,62426578112,40960,0,62426619072,model.language_model.layers.18.attn_hyper_connection.hc_norm.weight,RENAMED_ONE_TO_ONE,gated_residual,18,REQUIRED_INITIAL_TEXT,gated_residual,KQ-GGUF-RULE-TENSOR-NAME-v1,KQ-GGUF-EVIDENCE-002
blk.18.hc_attn_up.weight,2,320x10240,3276800,8,Q8_0,32,34,8.5,62415594752,62426619072,3481600,0,62430100672,model.language_model.layers.18.attn_hyper_connection.input_mix_weight_up.weight,RENAMED_ONE_TO_ONE,gated_residual,18,REQUIRED_INITIAL_TEXT,gated_residual,KQ-GGUF-RULE-TENSOR-NAME-v1,KQ-GGUF-EVIDENCE-002
blk.18.hc_ffn_down.weight,2,10240x320,3276800,8,Q8_0,32,34,8.5,62419076352,62430100672,3481600,0,62433582272,model.language_model.layers.18.mlp_hyper_connection.input_mix_weight_down.weight,RENAMED_ONE_TO_ONE,gated_residual,18,REQUIRED_INITIAL_TEXT,gated_residual,KQ-GGUF-RULE-TENSOR-NAME-v1,KQ-GGUF-EVIDENCE-002
blk.18.hc_ffn_inject.weight,2,10240x4,40960,0,F32,1,4,32.0,62422557952,62433582272,163840,0,62433746112,model.language_model.layers.18.mlp_hyper_connection.block_inject_weight.weight,RENAMED_ONE_TO_ONE,gated_residual,18,REQUIRED_INITIAL_TEXT,gated_residual,KQ-GGUF-RULE-TENSOR-NAME-v1,KQ-GGUF-EVIDENCE-002
blk.18.hc_ffn_norm.weight,1,10240,10240,0,F32,1,4,32.0,62422721792,62433746112,40960,0,62433787072,model.language_model.layers.18.mlp_hyper_connection.hc_norm.weight,RENAMED_ONE_TO_ONE,gated_residual,18,REQUIRED_INITIAL_TEXT,gated_residual,KQ-GGUF-RULE-TENSOR-NAME-v1,KQ-GGUF-EVIDENCE-002
blk.18.hc_ffn_up.weight,2,320x10240,3276800,8,Q8_0,32,34,8.5,62422762752,62433787072,3481600,0,62437268672,model.language_model.layers.18.mlp_hyper_connection.input_mix_weight_up.weight,RENAMED_ONE_TO_ONE,gated_residual,18,REQUIRED_INITIAL_TEXT,gated_residual,KQ-GGUF-RULE-TENSOR-NAME-v1,KQ-GGUF-EVIDENCE-002
blk.18.ssm_a,1,48,48,0,F32,1,4,32.0,62426244352,62437268672,192,0,62437268864,model.language_model.layers.18.linear_attn.A_log,TRANSFORMED_LAYOUT,gdn,18,REQUIRED_INITIAL_TEXT,gdn,KQ-GGUF-RULE-CONVERTER-TRANSFORM-v1,KQ-GGUF-EVIDENCE-003
blk.18.ssm_alpha.weight,2,2560x48,122880,0,F32,1,4,32.0,62426244544,62437268864,491520,0,62437760384,model.language_model.layers.18.linear_attn.in_proj_a.weight,TRANSFORMED_LAYOUT,gdn,18,REQUIRED_INITIAL_TEXT,gdn,KQ-GGUF-RULE-CONVERTER-TRANSFORM-v1,KQ-GGUF-EVIDENCE-003
blk.18.ssm_beta.weight,2,2560x48,122880,0,F32,1,4,32.0,62426736064,62437760384,491520,0,62438251904,model.language_model.layers.18.linear_attn.in_proj_b.weight,TRANSFORMED_LAYOUT,gdn,18,REQUIRED_INITIAL_TEXT,gdn,KQ-GGUF-RULE-CONVERTER-TRANSFORM-v1,KQ-GGUF-EVIDENCE-003
blk.18.ssm_conv1d.weight,2,4x10240,40960,0,F32,1,4,32.0,62427227584,62438251904,163840,0,62438415744,model.language_model.layers.18.linear_attn.conv1d.weight,TRANSFORMED_LAYOUT,gdn,18,REQUIRED_INITIAL_TEXT,gdn,KQ-GGUF-RULE-CONVERTER-TRANSFORM-v1,KQ-GGUF-EVIDENCE-003
blk.18.ssm_dt.bias,1,48,48,0,F32,1,4,32.0,62427391424,62438415744,192,0,62438415936,model.language_model.layers.18.linear_attn.dt_bias,RENAMED_ONE_TO_ONE,gdn,18,REQUIRED_INITIAL_TEXT,gdn,KQ-GGUF-RULE-TENSOR-NAME-v1,KQ-GGUF-EVIDENCE-002
blk.18.ssm_norm.weight,1,128,128,0,F32,1,4,32.0,62427391616,62438415936,512,0,62438416448,model.language_model.layers.18.linear_attn.norm.weight,RENAMED_ONE_TO_ONE,gdn,18,REQUIRED_INITIAL_TEXT,gdn,KQ-GGUF-RULE-TENSOR-NAME-v1,KQ-GGUF-EVIDENCE-002
blk.18.ssm_out.weight,2,6144x2560,15728640,8,Q8_0,32,34,8.5,62427392128,62438416448,16711680,0,62455128128,model.language_model.layers.18.linear_attn.out_proj.weight,TRANSFORMED_LAYOUT,gdn,18,REQUIRED_INITIAL_TEXT,gdn,KQ-GGUF-RULE-CONVERTER-TRANSFORM-v1,KQ-GGUF-EVIDENCE-003
blk.19.attn_k.weight,2,2560x512,1310720,8,Q8_0,32,34,8.5,62444103808,62455128128,1392640,0,62456520768,model.language_model.layers.19.self_attn.k_proj.weight,RENAMED_ONE_TO_ONE,qsa_attention,19,REQUIRED_INITIAL_TEXT,qsa_attention,KQ-GGUF-RULE-TENSOR-NAME-v1,KQ-GGUF-EVIDENCE-002
blk.19.attn_k_norm.weight,1,256,256,0,F32,1,4,32.0,62445496448,62456520768,1024,0,62456521792,model.language_model.layers.19.self_attn.k_norm.weight,RENAMED_ONE_TO_ONE,qsa_attention,19,REQUIRED_INITIAL_TEXT,qsa_attention,KQ-GGUF-RULE-TENSOR-NAME-v1,KQ-GGUF-EVIDENCE-002
blk.19.attn_output.weight,2,6144x2560,15728640,8,Q8_0,32,34,8.5,62445497472,62456521792,16711680,0,62473233472,model.language_model.layers.19.self_attn.o_proj.weight,RENAMED_ONE_TO_ONE,qsa_attention,19,REQUIRED_INITIAL_TEXT,qsa_attention,KQ-GGUF-RULE-TENSOR-NAME-v1,KQ-GGUF-EVIDENCE-002
blk.19.attn_q.weight,2,2560x12288,31457280,8,Q8_0,32,34,8.5,62462209152,62473233472,33423360,0,62506656832,model.language_model.layers.19.self_attn.q_proj.weight,RENAMED_ONE_TO_ONE,qsa_attention,19,REQUIRED_INITIAL_TEXT,qsa_attention,KQ-GGUF-RULE-TENSOR-NAME-v1,KQ-GGUF-EVIDENCE-002
blk.19.attn_q_norm.weight,1,256,256,0,F32,1,4,32.0,62495632512,62506656832,1024,0,62506657856,model.language_model.layers.19.self_attn.q_norm.weight,RENAMED_ONE_TO_ONE,qsa_attention,19,REQUIRED_INITIAL_TEXT,qsa_attention,KQ-GGUF-RULE-TENSOR-NAME-v1,KQ-GGUF-EVIDENCE-002
blk.19.attn_v.weight,2,2560x512,1310720,8,Q8_0,32,34,8.5,62495633536,62506657856,1392640,0,62508050496,model.language_model.layers.19.self_attn.v_proj.weight,RENAMED_ONE_TO_ONE,qsa_attention,19,REQUIRED_INITIAL_TEXT,qsa_attention,KQ-GGUF-RULE-TENSOR-NAME-v1,KQ-GGUF-EVIDENCE-002
blk.19.ffn_down_exps.weight,3,640x2560x512,838860800,7,Q5_1,32,24,6.0,62497026176,62508050496,629145600,0,63137196096,model.language_model.layers.19.mlp.experts.down_proj,RENAMED_ONE_TO_ONE,routed_experts,19,REQUIRED_INITIAL_TEXT,routed_experts,KQ-GGUF-RULE-TENSOR-NAME-v1,KQ-GGUF-EVIDENCE-002
blk.19.ffn_down_shexp.weight,2,640x2560,1638400,8,Q8_0,32,34,8.5,63126171776,63137196096,1740800,0,63138936896,model.language_model.layers.19.mlp.shared_expert.down_proj.weight,RENAMED_ONE_TO_ONE,shared_expert,19,REQUIRED_INITIAL_TEXT,shared_experts,KQ-GGUF-RULE-TENSOR-NAME-v1,KQ-GGUF-EVIDENCE-002
blk.19.ffn_gate_exps.weight,3,2560x640x512,838860800,12,Q4_K,256,144,4.5,63127912576,63138936896,471859200,0,63610796096,model.language_model.layers.19.mlp.experts.gate_up_proj,SPLIT_IN_GGUF,routed_experts,19,REQUIRED_INITIAL_TEXT,routed_experts,KQ-GGUF-RULE-MOE-SPLIT-v1,KQ-GGUF-EVIDENCE-004
blk.19.ffn_gate_inp.weight,2,2560x512,1310720,0,F32,1,4,32.0,63599771776,63610796096,5242880,0,63616038976,model.language_model.layers.19.mlp.gate.weight,RENAMED_ONE_TO_ONE,router,19,REQUIRED_INITIAL_TEXT,router,KQ-GGUF-RULE-TENSOR-NAME-v1,KQ-GGUF-EVIDENCE-002
blk.19.ffn_gate_inp_shexp.weight,1,2560,2560,0,F32,1,4,32.0,63605014656,63616038976,10240,0,63616049216,model.language_model.layers.19.mlp.shared_expert_gate.weight,RENAMED_ONE_TO_ONE,shared_expert,19,REQUIRED_INITIAL_TEXT,shared_experts,KQ-GGUF-RULE-TENSOR-NAME-v1,KQ-GGUF-EVIDENCE-002
blk.19.ffn_gate_shexp.weight,2,2560x640,1638400,8,Q8_0,32,34,8.5,63605024896,63616049216,1740800,0,63617790016,model.language_model.layers.19.mlp.shared_expert.gate_proj.weight,RENAMED_ONE_TO_ONE,shared_expert,19,REQUIRED_INITIAL_TEXT,shared_experts,KQ-GGUF-RULE-TENSOR-NAME-v1,KQ-GGUF-EVIDENCE-002
blk.19.ffn_up_exps.weight,3,2560x640x512,838860800,12,Q4_K,256,144,4.5,63606765696,63617790016,471859200,0,64089649216,model.language_model.layers.19.mlp.experts.gate_up_proj,SPLIT_IN_GGUF,routed_experts,19,REQUIRED_INITIAL_TEXT,routed_experts,KQ-GGUF-RULE-MOE-SPLIT-v1,KQ-GGUF-EVIDENCE-004
blk.19.ffn_up_shexp.weight,2,2560x640,1638400,8,Q8_0,32,34,8.5,64078624896,64089649216,1740800,0,64091390016,model.language_model.layers.19.mlp.shared_expert.up_proj.weight,RENAMED_ONE_TO_ONE,shared_expert,19,REQUIRED_INITIAL_TEXT,shared_experts,KQ-GGUF-RULE-TENSOR-NAME-v1,KQ-GGUF-EVIDENCE-002
blk.19.hc_attn_down.weight,2,10240x320,3276800,8,Q8_0,32,34,8.5,64080365696,64091390016,3481600,0,64094871616,model.language_model.layers.19.attn_hyper_connection.input_mix_weight_down.weight,RENAMED_ONE_TO_ONE,gated_residual,19,REQUIRED_INITIAL_TEXT,gated_residual,KQ-GGUF-RULE-TENSOR-NAME-v1,KQ-GGUF-EVIDENCE-002
blk.19.hc_attn_inject.weight,2,10240x4,40960,0,F32,1,4,32.0,64083847296,64094871616,163840,0,64095035456,model.language_model.layers.19.attn_hyper_connection.block_inject_weight.weight,RENAMED_ONE_TO_ONE,gated_residual,19,REQUIRED_INITIAL_TEXT,gated_residual,KQ-GGUF-RULE-TENSOR-NAME-v1,KQ-GGUF-EVIDENCE-002
blk.19.hc_attn_norm.weight,1,10240,10240,0,F32,1,4,32.0,64084011136,64095035456,40960,0,64095076416,model.language_model.layers.19.attn_hyper_connection.hc_norm.weight,RENAMED_ONE_TO_ONE,gated_residual,19,REQUIRED_INITIAL_TEXT,gated_residual,KQ-GGUF-RULE-TENSOR-NAME-v1,KQ-GGUF-EVIDENCE-002
blk.19.hc_attn_up.weight,2,320x10240,3276800,8,Q8_0,32,34,8.5,64084052096,64095076416,3481600,0,64098558016,model.language_model.layers.19.attn_hyper_connection.input_mix_weight_up.weight,RENAMED_ONE_TO_ONE,gated_residual,19,REQUIRED_INITIAL_TEXT,gated_residual,KQ-GGUF-RULE-TENSOR-NAME-v1,KQ-GGUF-EVIDENCE-002
blk.19.hc_ffn_down.weight,2,10240x320,3276800,8,Q8_0,32,34,8.5,64087533696,64098558016,3481600,0,64102039616,model.language_model.layers.19.mlp_hyper_connection.input_mix_weight_down.weight,RENAMED_ONE_TO_ONE,gated_residual,19,REQUIRED_INITIAL_TEXT,gated_residual,KQ-GGUF-RULE-TENSOR-NAME-v1,KQ-GGUF-EVIDENCE-002
blk.19.hc_ffn_inject.weight,2,10240x4,40960,0,F32,1,4,32.0,64091015296,64102039616,163840,0,64102203456,model.language_model.layers.19.mlp_hyper_connection.block_inject_weight.weight,RENAMED_ONE_TO_ONE,gated_residual,19,REQUIRED_INITIAL_TEXT,gated_residual,KQ-GGUF-RULE-TENSOR-NAME-v1,KQ-GGUF-EVIDENCE-002
blk.19.hc_ffn_norm.weight,1,10240,10240,0,F32,1,4,32.0,64091179136,64102203456,40960,0,64102244416,model.language_model.layers.19.mlp_hyper_connection.hc_norm.weight,RENAMED_ONE_TO_ONE,gated_residual,19,REQUIRED_INITIAL_TEXT,gated_residual,KQ-GGUF-RULE-TENSOR-NAME-v1,KQ-GGUF-EVIDENCE-002
blk.19.hc_ffn_up.weight,2,320x10240,3276800,8,Q8_0,32,34,8.5,64091220096,64102244416,3481600,0,64105726016,model.language_model.layers.19.mlp_hyper_connection.input_mix_weight_up.weight,RENAMED_ONE_TO_ONE,gated_residual,19,REQUIRED_INITIAL_TEXT,gated_residual,KQ-GGUF-RULE-TENSOR-NAME-v1,KQ-GGUF-EVIDENCE-002
blk.19.indexer.k_norm.weight,1,128,128,0,F32,1,4,32.0,64094701696,64105726016,512,0,64105726528,model.language_model.layers.19.self_attn.indexer.k_layernorm.weight,RENAMED_ONE_TO_ONE,qsa_indexer,19,REQUIRED_INITIAL_TEXT,qsa_indexer,KQ-GGUF-RULE-TENSOR-NAME-v1,KQ-GGUF-EVIDENCE-002
blk.19.indexer.k_proj.weight,2,2560x128,327680,30,BF16,1,2,16.0,64094702208,64105726528,655360,0,64106381888,model.language_model.layers.19.self_attn.indexer.index_qk_proj.weight,SPLIT_IN_GGUF,qsa_indexer,19,REQUIRED_INITIAL_TEXT,qsa_indexer,KQ-GGUF-RULE-QSA-SPLIT-v1,KQ-GGUF-EVIDENCE-003
blk.19.indexer.q_norm.weight,1,128,128,0,F32,1,4,32.0,64095357568,64106381888,512,0,64106382400,model.language_model.layers.19.self_attn.indexer.q_layernorm.weight,RENAMED_ONE_TO_ONE,qsa_indexer,19,REQUIRED_INITIAL_TEXT,qsa_indexer,KQ-GGUF-RULE-TENSOR-NAME-v1,KQ-GGUF-EVIDENCE-002
blk.19.indexer.q_proj.weight,2,2560x512,1310720,30,BF16,1,2,16.0,64095358080,64106382400,2621440,0,64109003840,model.language_model.layers.19.self_attn.indexer.index_qk_proj.weight,SPLIT_IN_GGUF,qsa_indexer,19,REQUIRED_INITIAL_TEXT,qsa_indexer,KQ-GGUF-RULE-QSA-SPLIT-v1,KQ-GGUF-EVIDENCE-003
blk.2.attn_gate.weight,2,2560x6144,15728640,8,Q8_0,32,34,8.5,33513304832,33524329152,16711680,0,33541040832,model.language_model.layers.2.linear_attn.in_proj_z.weight,TRANSFORMED_LAYOUT,gdn,2,REQUIRED_INITIAL_TEXT,gdn,KQ-GGUF-RULE-CONVERTER-TRANSFORM-v1,KQ-GGUF-EVIDENCE-003
blk.2.attn_qkv.weight,2,2560x10240,26214400,8,Q8_0,32,34,8.5,33530016512,33541040832,27852800,0,33568893632,model.language_model.layers.2.linear_attn.in_proj_qkv.weight,TRANSFORMED_LAYOUT,gdn,2,REQUIRED_INITIAL_TEXT,gdn,KQ-GGUF-RULE-CONVERTER-TRANSFORM-v1,KQ-GGUF-EVIDENCE-003
blk.2.ffn_down_exps.weight,3,640x2560x512,838860800,8,Q8_0,32,34,8.5,33557869312,33568893632,891289600,0,34460183232,model.language_model.layers.2.mlp.experts.down_proj,RENAMED_ONE_TO_ONE,routed_experts,2,REQUIRED_INITIAL_TEXT,routed_experts,KQ-GGUF-RULE-TENSOR-NAME-v1,KQ-GGUF-EVIDENCE-002
